project_id,deployment_id,placename,longitude,latitude,start_date,end_date,bait_type,bait_description,feature_type,feature_type_methodology,camera_id,camera_name,quiet_period,camera_functioning,sensor_height,height_other,sensor_orientation,orientation_other,plot_treatment,plot_treatment_description,detection_distance,subproject_name,subproject_design,event_name,event_description,event_type,recorded_by,remarks
2007122,S20_Annette_SEC05_C03_MD30,S20_SEC05,-72.26126667,41.80591667,2020-03-04 00:00:00,2020-04-08 00:00:00,None,,None,,2098858,camera03,1,Camera Functioning,Knee height,,Parallel,,,,,S20,,,,,,
2007122,S24_Cindy_SEC06_C30_MD39,S24_SEC06,-72.25714667,41.81482167,2024-02-28 00:00:00,2024-03-12 00:00:00,None,,None,,2098926,camera30,1,Camera Functioning,Knee height,,Parallel,,,,,S24,,,,,,
2007122,F23_Kara_SEC05_CXX_SD99,F23_SEC05,-72.256384,41.814482,2023-09-29 00:00:00,2023-10-27 00:00:00,None,,None,,2098954,cameraXX,1,Camera Functioning,Knee height,,Parallel,,,,,F23,,,,,,
2007122,S20_Dipsi_SEC01_C04_MD31,S20_SEC01,-72.255079,41.81282,2020-03-02 00:00:00,2020-04-08 00:00:00,None,,None,,2098852,camera04,1,Camera Functioning,Knee height,,Parallel,,,,,S20,,,,,,
2007122,F23_Kara_SEC03_CXX_SD99,F23_SEC03,-72.255709,41.810676,2023-09-29 00:00:00,2023-10-08 00:00:00,None,,None,,2098954,cameraXX,1,Camera Functioning,Knee height,,Parallel,,,,,F23,,,,,,
2007122,F22_Nick_SEC06_C39_MD09,F22_SEC06,-72.256708,41.814279,2022-09-20 00:00:00,2022-09-28 00:00:00,None,,None,,2098925,camera39,1,Camera Functioning,Knee height,,Parallel,,,,,F22,,,,,,
2007122,F23_Michael_SEC10_CR3_SD16,F23_SEC10,-72.257105,41.81473,2023-09-20 00:00:00,2023-12-11 00:00:00,None,,None,,2098952,cameraR3,1,Camera Functioning,Knee height,,Parallel,,,,,F23,,,,,,
2007122,F19_Kristen_SEC06_C05_SD99,F19_SEC06,-72.2609351,41.8066138,2019-09-17 00:00:00,2019-10-20 00:00:00,None,,None,,2098850,camera05,1,Camera Functioning,Knee height,,Parallel,,,,,F19,,,,,,
2007122,F18_Anna_SEC12_C04_SD99,F18_SEC12,-72.26208,41.8174833,2018-09-19 00:00:00,2018-10-19 00:00:00,None,,None,,2098852,camera04,1,Camera Functioning,Knee height,,Parallel,,,,,F18,,,,,,
2007122,S23_Kara_SEC05_C23_MD35,S23_SEC05,-72.25517167,41.81331667,2023-03-01 00:00:00,2023-03-15 00:00:00,None,,None,,2098854,camera23,1,Camera Functioning,Knee height,,Parallel,,,,,S23,,,,,,
2007122,S20_Annette_SEC04_C06_MD17,S20_SEC04,-72.2566001,41.81448333,2020-03-03 00:00:00,2020-04-03 00:00:00,None,,None,,2098856,camera06,1,Camera Functioning,Knee height,,Parallel,,,,,S20,,,,,,
2007122,S20_Annette_SEC03_C11_MD05,S20_SEC03,-72.25713333,41.81476667,2020-03-03 00:00:00,2020-04-03 00:00:00,None,,None,,2098849,camera11,1,Camera Functioning,Knee height,,Parallel,,,,,S20,,,,,,
2007122,F18_Grace_SEC05_C05_SD99,F18_SEC05,-72.25541667,41.81283333,2018-09-17 00:00:00,2018-10-14 00:00:00,None,,None,,2098850,camera05,1,Camera Functioning,Knee height,,Parallel,,,,,F18,,,,,,
2007122,F18_Anna_SEC13_C01_SD99,F18_SEC13,-72.2620833,41.81358639,2018-09-19 00:00:00,2018-10-19 00:00:00,None,,None,,2098851,camera01,1,Camera Functioning,Knee height,,Parallel,,,,,F18,,,,,,
2007122,F23_Kara_SEC04_CXX_SD99,F23_SEC04,-72.256765,41.81599,2023-09-29 00:00:00,2023-10-27 00:00:00,None,,None,,2098954,cameraXX,1,Camera Functioning,Knee height,,Parallel,,,,,F23,,,,,,
2007122,S20_Annette_SEC06_C02_MD32,S20_SEC06,-72.26218333,41.80588333,2020-03-04 00:00:00,2020-03-20 00:00:00,None,,None,,2098857,camera02,1,Camera Functioning,Knee height,,Parallel,,,,,S20,,,,,,
2007122,F18_Grace_SEC04_C11_SD99,F18_SEC04,-72.2569,41.81421667,2018-09-17 00:00:00,2018-10-14 00:00:00,None,,None,,2098849,camera11,1,Camera Functioning,Knee height,,Parallel,,,,,F18,,,,,,
2007122,F22_Nick_SEC10_C06_RB14,F22_SEC10,-72.256206,41.8138801,2022-09-21 00:00:00,2022-10-28 00:00:00,None,,None,,2098856,camera06,1,Camera Functioning,Knee height,,Parallel,,,,,F22,,,,,,
2007122,S24_Alyssa_SEC05_C13_MD11,S24_SEC05,-72.25542333,41.81283667,2024-02-28 00:00:00,2024-03-12 00:00:00,None,,None,,2098855,camera13,1,Camera Functioning,Knee height,,Parallel,,,,,S24,,,,,,
2007122,S23_Kara_SEC06_C21_MD11,S23_SEC06,-72.2556667,41.8107235,2023-03-01 00:00:00,2023-03-15 00:00:00,None,,None,,2098953,camera21,1,Camera Functioning,Knee height,,Parallel,,,,,S23,,,,,,
2007122,S23_Brendan_SEC07_CR3_MD10,S23_SEC07,-72.25542167,41.81307167,2023-03-01 00:00:00,2023-03-15 00:00:00,None,,None,,2098952,cameraR3,1,Camera Functioning,Knee height,,Parallel,,,,,S23,,,,,,
2007122,F23_Kara_SEC14_C26_MD35,F23_SEC14,-72.259459,41.813414,2023-09-21 00:00:00,2023-10-27 00:00:00,None,,None,,2098929,camera26,1,Camera Functioning,Knee height,,Parallel,,,,,F23,,,,,,
2007122,F23_Peter_SEC06_C21_MD10,F23_SEC06,-72.255491,41.813383,2023-09-19 00:00:00,2023-10-25 00:00:00,None,,None,,2098953,camera21,1,Camera Functioning,Knee height,,Parallel,,,,,F23,,,,,,
2007122,S22_Dipsi_SEC05_C26_MD29,S22_SEC05,-72.25666667,41.81416667,2022-03-02 00:00:00,2022-03-15 00:00:00,None,,None,,2098929,camera26,1,Camera Functioning,Knee height,,Parallel,,,,,S22,,,,,,
2007122,S22_Laura_SEC06_C21_MD28,S22_SEC06,-72.25638889,41.81388889,2022-03-02 00:00:00,2022-03-16 00:00:00,None,,None,,2098953,camera21,1,Camera Functioning,Knee height,,Parallel,,,,,S22,,,,,,
2007122,S20_Dipsi_SEC08_C01_MD14,S20_SEC08,-72.26173,41.80646,2020-03-05 00:00:00,2020-04-07 00:00:00,None,,None,,2098851,camera01,1,Camera Functioning,Knee height,,Parallel,,,,,S20,,,,,,
2007122,S22_Laura_SEC03_C23_RB17,S22_SEC03,-72.25527778,41.81305556,2022-03-02 00:00:00,2022-03-17 00:00:00,None,,None,,2098854,camera23,1,Camera Functioning,Knee height,,Parallel,,,,,S22,,,,,,
2007122,S20_Dipsi_SEC02_C22_MD29,S20_SEC02,-72.25508,41.81281,2020-03-02 00:00:00,2020-03-21 00:00:00,None,,None,,2098860,camera22,1,Camera Functioning,Knee height,,Parallel,,,,,S20,,,,,,
2007122,F23_Peter_SEC01_C36_MD04,F23_SEC01,-72.255755,41.81265,2023-09-18 00:00:00,2023-10-10 00:00:00,None,,None,,2098928,camera36,1,Camera Functioning,Knee height,,Parallel,,,,,F23,,,,,,
2007122,F23_Peter_SEC07_C16_MD32,F23_SEC07,-72.255501,41.812902,2023-09-19 00:00:00,2023-11-10 00:00:00,None,,None,,2098930,camera16,1,Camera Functioning,Knee height,,Parallel,,,,,F23,,,,,,
2007122,F19_Sam_SEC02_C04_SD99,F19_SEC02,-72.26086,41.81296,2019-09-16 00:00:00,2019-10-22 00:00:00,None,,None,,2098852,camera04,1,Camera Functioning,Knee height,,Parallel,,,,,F19,,,,,,
2007122,F22_Kara_SEC11_C36_MD39,F22_SEC11,-72.255375,41.81319333,2022-09-21 00:00:00,2022-10-21 00:00:00,None,,None,,2098928,camera36,1,Camera Functioning,Knee height,,Parallel,,,,,F22,,,,,,
2007122,S22_Laura_SEC08_C31_MD34,S22_SEC08,-72.25722222,41.81583333,2022-02-28 00:00:00,2022-03-16 00:00:00,None,,None,,2098927,camera31,1,Camera Functioning,Knee height,,Parallel,,,,,S22,,,,,,
2007122,S24_Claire_SEC03_C16_MD32,S24_SEC03,-72.25587667,41.81318333,2024-02-27 00:00:00,2024-03-12 00:00:00,None,,None,,2098930,camera16,1,Camera Functioning,Knee height,,Parallel,,,,,S24,,,,,,
2007122,S23_Brendan_SEC03_C30_RB16,S23_SEC03,-72.25651667,41.81463333,2023-03-03 00:00:00,2023-03-15 00:00:00,None,,None,,2098926,camera30,1,Camera Functioning,Knee height,,Parallel,,,,,S23,,,,,,
2007122,F22_Kara_SEC05_CR2_MD80,F22_SEC05,-72.25561667,41.81264333,2022-09-19 00:00:00,2022-10-21 00:00:00,None,,None,,2098924,cameraR2,1,Camera Functioning,Knee height,,Parallel,,,,,F22,,,,,,
2007122,S22_Laura_SEC07_C06_MD32,S22_SEC07,-72.25638889,41.81444444,2022-03-02 00:00:00,2022-03-16 00:00:00,None,,None,,2098856,camera06,1,Camera Functioning,Knee height,,Parallel,,,,,S22,,,,,,
2007122,S23_Kara_SEC02_C06_MD04,S23_SEC02,-72.25604333,41.8133635,2023-02-27 00:00:00,2023-03-15 00:00:00,None,,None,,2098856,camera06,1,Camera Functioning,Knee height,,Parallel,,,,,S23,,,,,,
2007122,S24_Claire_SEC04_C31_XX99,S24_SEC04,-72.25564167,41.812925,2024-02-27 00:00:00,2024-03-12 00:00:00,None,,None,,2098927,camera31,1,Camera Functioning,Knee height,,Parallel,,,,,S24,,,,,,
2007122,S20_Dipsi_SEC07_C05_MD20,S20_SEC07,-72.26183,41.80701,2020-03-04 00:00:00,2020-04-08 00:00:00,None,,None,,2098850,camera05,1,Camera Functioning,Knee height,,Parallel,,,,,S20,,,,,,
2007122,S22_Laura_SEC04_C13_RB14,S22_SEC04,-72.25611111,41.81361111,2022-03-01 00:00:00,2022-03-16 00:00:00,None,,None,,2098855,camera13,1,Camera Functioning,Knee height,,Parallel,,,,,S22,,,,,,
2007122,S22_Ketki_SEC02_CR2_RB18,S22_SEC02,-72.25583333,41.81583333,2022-02-28 00:00:00,2022-03-16 00:00:00,None,,None,,2098924,cameraR2,1,Camera Functioning,Knee height,,Parallel,,,,,S22,,,,,,
2007122,S24_Alyssa_SEC08_C36_MD04,S24_SEC08,-72.25590167,41.81497,2024-02-29 00:00:00,2024-03-12 00:00:00,None,,None,,2098928,camera36,1,Camera Functioning,Knee height,,Parallel,,,,,S24,,,,,,
2007122,F22_Tom_SEC03_C23_SD99,F22_SEC03,-72.25555556,41.81333333,2022-09-19 00:00:00,2022-10-10 00:00:00,None,,None,,2098854,camera23,1,Camera Functioning,Knee height,,Parallel,,,,,F22,,,,,,
2007122,S23_Brendan_SEC04_C13_MD24,S23_SEC04,-72.256265,41.81413167,2023-03-03 00:00:00,2023-03-15 00:00:00,None,,None,,2098855,camera13,1,Camera Functioning,Knee height,,Parallel,,,,,S23,,,,,,
2007122,F22_Kara_SEC13_C26_MD10,F22_SEC13,-72.25540333,41.81284167,2022-09-21 00:00:00,2022-10-21 00:00:00,None,,None,,2098929,camera26,1,Camera Functioning,Knee height,,Parallel,,,,,F22,,,,,,
2007122,S24_Cindy_SEC02_CR2_RB18,S24_SEC02,-72.25660833,41.81380833,2024-02-26 00:00:00,2024-03-12 00:00:00,None,,None,,2098924,cameraR2,1,Camera Functioning,Knee height,,Parallel,,,,,S24,,,,,,
2007122,F22_Dipsi_SEC01_CR4_SD99,F22_SEC01,-72.25611111,41.81361111,2022-09-19 00:00:00,2022-10-17 00:00:00,None,,None,,2098923,cameraR4,1,Camera Functioning,Knee height,,Parallel,,,,,F22,,,,,,
2007122,F19_Sam_SEC01_C01_SD99,F19_SEC01,-72.26001,41.8133,2019-09-16 00:00:00,2019-09-18 00:00:00,None,,None,,2098851,camera01,1,Camera Functioning,Knee height,,Parallel,,,,,F19,,,,,,
2007122,F19_Val_SEC03_C15_SD99,F19_SEC03,-72.255083,41.8128242,2019-09-16 00:00:00,2019-10-25 00:00:00,None,,None,,2098853,camera15,1,Camera Functioning,Knee height,,Parallel,,,,,F19,,,,,,
2007122,F23_Peter_SEC02_C13_SD99,F23_SEC02,-72.256333,41.814201,2023-09-29 00:00:00,2023-10-27 00:00:00,None,,None,,2098855,camera13,1,Camera Functioning,Knee height,,Parallel,,,,,F23,,,,,,
2007122,F19_Val_SEC04_C23_SD99,F19_SEC04,-72.255001,41.813043,2019-09-16 00:00:00,2019-09-17 00:00:00,None,,None,,2098854,camera23,1,Camera Functioning,Knee height,,Parallel,,,,,F19,,,,,,
2007122,F19_Kristen_SEC07_C06_SD99,F19_SEC07,-72.26537,41.815592,2019-09-17 00:00:00,2019-10-20 00:00:00,None,,None,,2098856,camera06,1,Camera Functioning,Knee height,,Parallel,,,,,F19,,,,,,
2007122,S22_Dipsi_SEC01_CR3_MD42,S22_SEC01,-72.25638889,41.81388889,2022-02-28 00:00:00,2022-03-16 00:00:00,None,,None,,2098952,cameraR3,1,Camera Functioning,Knee height,,Parallel,,,,,S22,,,,,,
2007122,S24_Cindy_SEC07_C26_MD35,S24_SEC07,-72.25581833,41.81327667,2024-02-28 00:00:00,2024-03-12 00:00:00,None,,None,,2098929,camera26,1,Camera Functioning,Knee height,,Parallel,,,,,S24,,,,,,
2007122,F19_Kristen_SEC14_C22_SD99,F19_SEC12,-72.26718,41.814674,2019-09-19 00:00:00,2019-10-20 00:00:00,None,,None,,2098860,camera22,1,Camera Functioning,Knee height,,Parallel,,,,,F19,,,,,,
2007122,F23_Michael_SEC09_C06_RB18,F23_SEC09,-72.25579,41.81354,2023-09-20 00:00:00,2023-11-22 00:00:00,None,,None,,2098856,camera06,1,Camera Functioning,Knee height,,Parallel,,,,,F23,,,,,,
2007122,S23_Brendan_SEC08_C36_MD39,S23_SEC08,-72.25597667,41.813895,2023-03-02 00:00:00,2023-03-15 00:00:00,None,,None,,2098928,camera36,1,Camera Functioning,Knee height,,Parallel,,,,,S23,,,,,,
2007122,F19_Kristen_SEC11_C03_SD99,F19_SEC10,-72.26537,41.815592,2019-09-18 00:00:00,2019-10-20 00:00:00,None,,None,,2098858,camera03,1,Camera Functioning,Knee height,,Parallel,,,,,F19,,,,,,
2007122,F22_Nick_SEC07_C30_RB16,F22_SEC07,-72.256606,41.815145,2022-09-20 00:00:00,2022-10-28 00:00:00,None,,None,,2098926,camera30,1,Camera Functioning,Knee height,,Parallel,,,,,F22,,,,,,
2007122,F19_Val_SEC13_CB8V_SD99,F19_SEC11,-72.2554912,41.81345,2019-09-19 00:00:00,2019-10-25 00:00:00,None,,None,,2098859,cameraB8V,1,Camera Functioning,Knee height,,Parallel,,,,,F19,,,,,,
2007122,F19_Sam_SEC10_C11_SD99,F19_SEC09,-72.26189,41.8131088,2019-09-18 00:00:00,2019-09-23 00:00:00,None,,None,,2098849,camera11,1,Camera Functioning,Knee height,,Parallel,,,,,F19,,,,,,
2007122,F23_Michael_SEC12_CR2_MD80,F23_SEC12,-72.25944,41.813453,2023-09-20 00:00:00,2023-12-09 00:00:00,None,,None,,2098924,cameraR2,1,Camera Functioning,Knee height,,Parallel,,,,,F23,,,,,,
2007122,F19_Sam_SEC09_C02_SD99,F19_SEC08,-72.26172,41.813238,2019-09-18 00:00:00,2019-10-05 00:00:00,None,,None,,2098857,camera02,1,Camera Functioning,Knee height,,Parallel,,,,,F19,,,,,,
2007122,F19_Val_SEC05_C13_SD99,F19_SEC05,-72.255398,41.8130963,2019-09-16 00:00:00,2019-10-24 00:00:00,None,,None,,2098855,camera13,1,Camera Functioning,Knee height,,Parallel,,,,,F19,,,,,,
2007122,F22_Nick_SEC09_C31_MD20,F22_SEC09,-72.25606,41.813907,2022-09-21 00:00:00,2022-10-20 00:00:00,None,,None,,2098927,camera31,1,Camera Functioning,Knee height,,Parallel,,,,,F22,,,,,,
2007122,S24_Cindy_SEC01_C39_MD24,S24_SEC01,-72.25608333,41.81337167,2024-02-26 00:00:00,2024-03-12 00:00:00,None,,None,,2098925,camera39,1,Camera Functioning,Knee height,,Parallel,,,,,S24,,,,,,
2007122,F22_Kara_SEC14_C16_MD35,F22_SEC14,-72.254905,41.81293667,2022-09-23 00:00:00,2022-10-20 00:00:00,None,,None,,2098930,camera16,1,Camera Functioning,Knee height,,Parallel,,,,,F22,,,,,,
2007122,F23_Michael_SEC11_CR4_MD09,F23_SEC11,-72.259789,41.813452,2023-09-20 00:00:00,2023-10-21 00:00:00,None,,None,,2098923,cameraR4,1,Camera Functioning,Knee height,,Parallel,,,,,F23,,,,,,